Rank,Name,FirstName,LastName,MLBAMID,PlayerSlug,Position,PrimaryPosition,Org,OrgID,CurrentTeam,CurrentTeamID,Level,ETA,Age,BirthDate,BirthCity,BirthCountry,Height,Weight,Bats,Throws,DraftYear,BioExcerpt,Source,SourceURL,ArticleURL,FetchedAtUTC
72,Anthony Eyanson,Anthony,Eyanson,809254,anthony-eyanson-809254,RHP,P,Boston Red Sox,111,Portland Sea Dogs,546,AA,2027,21,2004-10-09,Long Beach,USA,"6' 2""",208,R,R,2025,Video scouting report » Scouting grades: Fastball: 50 | Curveball: 55 | Slider: 65 | Changeup: 50 | Control: 50 | Overall: 50 Eyanson served UC San Diego as a solid starter for two seasons before electing to transfer to LSU. He showed top-two-rounds potential last summer by working with a 93-97 mph fastball and a hammer curveball while with the U.S. collegiate national team and in the Cape Cod League. His stuff wasn't as sharp early in his junior season but he came on strong in the final two mon,MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
73,Cooper Ingle,Cooper,Ingle,694876,cooper-ingle-694876,C,C,Cleveland Guardians,114,Columbus Clippers,445,AAA,2026,24,2002-02-23,Asheville,USA,"5' 8""",190,L,R,2023,"Video scouting report » Scouting grades: Hit: 55 | Power: 30 | Run: 50 | Arm: 50 | Field: 50 | Overall: 40 After going 1-for-16 as a freshman in 2021, Ingle has been one of Clemson's best hitters the past two seasons. He has started games at five different positions: catcher, both outfield corners, DH and second base. Scouts love his makeup and appreciate his bat-to-ball skills, but they wonder whether he's physical enough to handle a full-time workload behind the plate. Ingle does a fine job of",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
74,Jonny Farmelo,Jonny,Farmelo,806071,jonny-farmelo-806071,OF,OF,Seattle Mariners,136,Everett AquaSox,403,A+,2028,21,2004-09-09,Centreville,USA,"6' 1""",205,L,R,2023,"Video scouting report » Scouting grades: Hit: 50 | Power: 50 | Run: 60 | Arm: 50 | Field: 50 | Overall: 50 Westfield High School in Virginia has had just one player get drafted and sign out of the school -- 2005 first-round pick Brandon Snyder, though big leaguer Justin Bour did go there before heading to George Mason University. Farmelo, who showed off his tools at events like the PDP League and East Coast Professional Showcase over the summer, has the chance to be the next. Farmelo is a physic",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
75,Charlie Condon,Charlie,Condon,809707,charlie-condon-809707,1B/OF,OF,Colorado Rockies,115,Albuquerque Isotopes,342,AAA,2026,23,2003-04-14,Atlanta,USA,"6' 5""",216,R,R,2024,"Video scouting report » Scouting grades : Hit: 60 | Power: 70 | Run: 40 | Arm: 55 | Field: 50 | Overall: 65 Scouts and college recruiters took little notice of Condon when he was a physically underdeveloped Georgia high schooler, and he wound up going to Georgia as a walk-on. He redshirted in 2022 as he continued to gain strength, then earned national freshman of the year honors last spring by slashing .386/.484/.800 with a Southeastern Conference freshman-record 25 homers. He won the Golden Spi",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
76,Carlos Lagrange,Carlos,Lagrange,801739,carlos-lagrange-801739,RHP,P,New York Yankees,147,Scranton/Wilkes-Barre RailRiders,531,AAA,2026,22,2003-05-25,Bayaguana,Dominican Republic,"6' 7""",248,R,R,,"Scouting grades: Fastball: 70 | Slider: 55 | Changeup: 45 | Control: 45 | Overall: 40 Four months after signing for a mere $10,000 out of the Dominican Republic in February 2022, Lagrange was blowing up the Rookie-level Dominican Summer League with upper-90s fastballs. He continued to light up radar guns during his U.S. debut this summer, when he led the Rookie-level Florida Complex League with 63 strikeouts in 41 2/3 innings. Lagrange sits at 94-97 mph and peaks at 100 with his fastball, usuall",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
77,Caden Scarborough,Caden,Scarborough,807291,caden-scarborough-807291,RHP,P,Texas Rangers,140,Hub City Spartanburgers,6324,A+,2027,21,2005-04-01,Kissimmee,USA,"6' 5""",185,R,R,2023,"Scouting grades: Fastball: 55 | Curveball: 50 | Slider: 55 | Changeup: 45 | Control: 50 | Overall: 45 More of a basketball player as a Florida high schooler, Scarborough didn’t attend many showcase events and flew under the scouting radar for most of his prep career. The Rangers loved his athleticism, projectability and delivery metrics enough to draft him in 2023’s sixth round and sign him away from a Dallas Baptist commitment for an over-slot $515,000. A strained lat delayed his pro debut unti",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
78,Didier Fuentes,Didier,Fuentes,800311,didier-fuentes-800311,RHP,P,Atlanta Braves,144,Atlanta Braves,144,MLB,2026,20,2005-06-17,Tolu,Colombia,"6' 0""",170,R,R,,"Scouting grades: Fastball: 50 | Slider: 50 | Splitter: 45 | Control: 50 | Overall: 40 The Braves handed out a pair of seven-figure bonuses at the start of the 2022 international signing period to hitters Diego Benitez and Douglas Glod. They may have found a bargain on the mound when they inked Fuentes out of Colombia for $75,000, the second largest bonus they gave to a pitcher that year. After making a strong first impression in the Dominican Summer League, he made his United States debut with f",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
79,Kendry Chourio,Kendry,Chourio,830402,kendry-chourio-830402,RHP,P,Kansas City Royals,118,Columbia Fireflies,3705,A,2029,18,2007-10-01,Maracaibo,Venezuela,"6' 0""",160,R,R,,"Scouting grades: Fastball: 60 | Curveball: 55 | Changeup: 50 | Control: 60 | Overall: 50 The Royals had some notable international additions to begin 2025 with catcher Moises Marchán (No. 31), shortstop Warren Calcaño (No. 38) and shortstop Ramcell Medina (No. 49) all ranking among MLB Pipeline's Top 50 prospects in the class. But it's Chourio who is popping up most in the group's first summer of pro ball. The 6-foot right-hander signed for $247,500 (the seventh-highest bonus given out by Kansas",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
80,Kevin Alvarez,Kevin,Alvarez,829037,kevin-alvarez-829037,OF,OF,Houston Astros,117,Fayetteville Woodpeckers,3712,A,2029,18,2008-01-13,Colon,Cuba,"6' 3""",184,L,L,,"Video scouting report » Scouting grades: Hit: 65 | Power: 60 | Run: 50 | Arm: 45 | Field: 50 | Overall: 55 Alvarez was born in Cuba but relocated to the Dominican Republic with his father in December 2021 to begin training for the opening of this year’s international signing period. He draws rave reviews from scouts who have seen his game mature and develop considerably over the past few years, as he has continually improved his all-around skill set. Alvarez trains with Javier Rodríguez at La Al",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
81,River Ryan,River,Ryan,689981,river-ryan-689981,RHP,P,Los Angeles Dodgers,119,Oklahoma City Comets,238,AAA,2026,27,1998-08-17,Charlotte,USA,"6' 2""",195,R,R,2021,"Scouting grades: Fastball: 60 | Curveball: 55 | Cutter: 55 | Changeup: 55 | Control: 45 | Overall: 50 A two-way star at NCAA Division II UNC Pembroke, Ryan batted .349 with nine homers as a second baseman while posting a 3.66 ERA with six saves as a fifth-year redshirt junior in 2021. Though teams preferred him as a pitcher, the Padres granted his wish and allowed him to focus on hitting in his pro debut after signing him for $100,000 as an 11th-rounder. He impressed on the mound during instruct",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
82,Roldy Brito,Roldy,Brito,821041,roldy-brito-821041,OF/2B,3B,Colorado Rockies,115,Fresno Grizzlies,259,A,2028,19,2007-04-08,Bonao,Dominican Republic,"5' 11""",183,S,R,,"Scouting grades: Hit: 50 | Power: 40 | Run: 60 | Arm: 50 | Field: 50 | Overall: 45 The Rockies' prize acquisition at the start of the 2024 international signing period was shortstop Ashly Andujar, who signed for $1.7 million and is off to a solid start in his pro career. It's possible, though, that he's been passed by Brito, another Dominican infielder who received $420,000 to join the organization at the same time. After a solid, albeit unspectacular debut that summer in the Dominican Summer Le",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
83,Logan Henderson,Logan,Henderson,701656,logan-henderson-701656,RHP,P,Milwaukee Brewers,158,Milwaukee Brewers,158,MLB,2026,24,2002-03-02,Houston,USA,"6' 0""",209,R,R,2021,"Video scouting report » Scouting grades: Fastball: 50 | Curveball: 50 | Changeup: 60 | Control: 55 | Overall: 40 A true freshman, Henderson pitched McLennan (Texas) CC to the second Junior College World Series championship in school history. He took MVP honors at the Series after winning two eight-inning starts, striking out 14 against Florence-Darlington (S.C.) Tech in the first round and 17 against Central Arizona in the finals. That capped a season in which he led all national juco pitchers i",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
84,Kayson Cunningham,Kayson,Cunningham,815617,kayson-cunningham-815617,SS,SS,Arizona Diamondbacks,109,Visalia Rawhide,516,A,2029,19,2006-06-25,Tucson,USA,"5' 10""",182,L,R,2025,"Video scouting report » Scouting grades: Hit: 60 | Power: 45 | Run: 60 | Arm: 55 | Field: 50 | Overall: 55 A slightly bigger and lefty-swinging version of Jett Williams, a Texas prep shortstop who went 14th overall to the Mets in 2022, Cunningham is a better pure hitter at the same stage and perhaps the best in the 2025 prep class. He led Team USA with a .417 average at an 18-and-under World Cup qualifier in Panama last August, won USA Baseball's player of the year award in 2024 and Gatorade sta",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
85,Jefferson Rojas,Jefferson,Rojas,800473,jefferson-rojas-800473,SS,SS,Chicago Cubs,112,Knoxville Smokies,553,AA,2027,21,2005-04-25,Puerto Plata,Dominican Republic,"5' 11""",150,R,R,,"Scouting grades: Hit: 55 | Power: 50 | Run: 50 | Arm: 60 | Field: 50 | Overall: 50 The Cubs viewed Rojas as one of the more advanced hitters in the 2022 international class and signed him out of the Dominican Republic for $1 million, the third-highest bonus in their crop. After a strong debut in the Rookie-level Dominican Summer League, he needed just one game in the Rookie-level Arizona Complex League this June before earning a promotion to Low-A at age 18. Since his arrival in Myrtle Beach, he",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
86,Brody Hopkins,Brody,Hopkins,811315,brody-hopkins-811315,RHP,P,Tampa Bay Rays,139,Durham Bulls,234,AAA,2026,24,2002-01-18,Summerville,USA,"6' 4""",200,R,R,2023,"Scouting grades : Fastball: 55 | Slider: 55 | Changeup: 40 | Control: 40 | Overall: 40 The brother of former Red and current Giant T.J. Hopkins, Brody Hopkins was a two-way player, starting at College of Charleston, where he pitched very sparingly over two years. He moved to Winthrop and got the chance to play the outfield and start, showing enough on the mound for the Mariners to take him in the sixth round of the 2023 Draft and signing him for an under-slot bonus of $225,000 with the intent to",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
87,Pedro Ramírez,Pedro,Ramírez,699393,pedro-ramirez-699393,3B/2B,2B,Chicago Cubs,112,Iowa Cubs,451,AAA,2026,22,2004-04-01,Temblador,Venezuela,"5' 9""",165,S,R,,"Scouting grades: Hit: 55 | Power: 40 | Run: 60 | Arm: 50 | Field: 55 | Overall: 45 Chicago invested most of its 2021 international bonus pool in shortstop Cristian Hernandez ($3 million) and catcher Moises Ballesteros ($1.2 million) but also found a $75,000 steal in Ramirez, who trained with Ballesteros in Venezuela. He led the Rookie-level Dominican Summer League in hits (70) and total bases (98) while finishing third in batting (.359) during his 2021 pro debut. He came to the United States las",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
88,Kyson Witherspoon,Kyson,Witherspoon,804817,kyson-witherspoon-804817,RHP,P,Boston Red Sox,111,Greenville Drive,428,A+,2027,21,2004-08-12,Kansas City,USA,"6' 2""",206,R,R,2025,"Video scouting report » Scouting grades: Fastball: 65 | Curveball: 60 | Slider: 60 | Cutter: 60 | Changeup: 45 | Control: 50 | Overall: 55 Scouts have followed the Witherspoon twins since high school, with the Diamondbacks trying to sign Malachi to an over-slot bonus as a 12th-rounder in 2022. Though they have similar stuff, Kyson since has surpassed him as a prospect after performing significantly better in their time at Northwest Florida State JC and Oklahoma. He has much more of a starter loo",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
89,Jurrangelo Cijntje,Jurrangelo,Cijntje,701388,jurrangelo-cijntje-701388,RHP,P,St. Louis Cardinals,138,Springfield Cardinals,440,AA,2026,22,2003-05-31,Gravenhage,Netherlands,"5' 11""",200,S,S,2024,"Video scouting report » Scouting grades: Fastball: 55 | Curveball: 45 | Slider: 55 | Control: 50 | Overall: 45 If you’re looking for perhaps the most unique player in the 2022 Draft class, Cijntje might be it. The native of Curacao, who pitched for his home country in the Little League World Series in 2016, now calls southern Florida home and is a legitimate pitching prospect from both sides. He showed improvement both left-handed and right-handed over the course of the summer, finishing off wit",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
90,Jaxon Wiggins,Jaxon,Wiggins,694393,jaxon-wiggins-694393,RHP,P,Chicago Cubs,112,Iowa Cubs,451,AAA,2026,24,2001-10-03,Roland,USA,"6' 6""",225,R,R,2023,"Video scouting report » Scouting grades: Fastball: 65 | Curveball: 50 | Slider: 55 | Changeup: 55 | Control: 40 | Overall: 45 Wiggins has flashed first-round stuff since his days as an Oklahoma high schooler and looked ready to take a step forward after pitching for the U.S. collegiate national team following his freshman season in 2021. Instead, he struggled as Arkansas' Sunday starter last year and barely pitched in the last month while giving up 12 runs in his final five innings. He looked li",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
91,Nathan Flewelling,Nathan,Flewelling,807083,nathan-flewelling-807083,C,C,Tampa Bay Rays,139,Bowling Green Hot Rods,2498,A+,2028,19,2006-11-11,Red Deer,Canada,"6' 2""",200,L,R,2024,"Video scouting report » Scouting grades: Hit: 50 | Power: 45 | Run: 40 | Arm: 50 | Field: 45 | Overall: 40 While the Canadian province of Alberta has produced some big league arms like Mike Soroka and Chris Reitsma, there has never been a high school hitter to be drafted and signed from the area to make it to the highest level. Flewelling, a young catcher who helped offset a relative lack of exposure by performing well at the MLB Draft Combine in June, hopes to be the first. Flewelling checks of",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
92,Ronny Cruz,Ronny,Cruz,826723,ronny-cruz-826723,INF,SS,Washington Nationals,120,Wilmington Blue Rocks,426,A+,2029,19,2006-08-24,Santo Domingo,Dominican Republic,"6' 2""",170,R,R,2024,"Scouting grades: Hit: 45 | Power: 50 | Run: 55 | Arm: 60 | Field: 55 | Overall: 40 Born in the Dominican Republic, Cruz had teams interested in signing him when he became eligible on the international market in 2022. He moved to Florida for his final two years of high school and was hard to scout this spring because he had knee surgery in November 2023 and wasn't completely healthy until late in his senior year. Though he was a surprise third-round selection in July, the Cubs had second-round gr",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
93,Kruz Schoolcraft,Kruz,Schoolcraft,828244,kruz-schoolcraft-828244,LHP,P,San Diego Padres,135,Lake Elsinore Storm,103,A,2029,19,2007-04-18,Albuquerque,USA,"6' 8""",229,L,L,2025,"Video scouting report » Scouting grades: Fastball: 60 | Slider: 60 | Changeup: 55 | Control: 50 | Overall: 55 Schoolcraft was originally slated to be part of the Class of 2026, but he reclassified back in December 2023 to join this crop. A legitimate two-way standout as a left-handed pitcher and a first baseman, most teams likely prefer him on the hill after he excelled at events like the Area Code Games over the summer. He has the chance to be the next in the line of Oregon prep arms to go in t",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
94,Ike Irish,Ike,Irish,702610,ike-irish-702610,OF/1B,C,Baltimore Orioles,110,Frederick Keys,493,A+,2028,22,2003-11-26,Grand Rapids,USA,"6' 2""",201,L,R,2025,"Video scouting report » Scouting grades : Hit: 45 | Power: 50 | Run: 40 | Arm: 60 | Field: 55 | Overall: 45 Part of a loaded 2021 St. Mary's Prep (Orchard Lake) team that went 43-1 and won the Michigan Division 2 state championship, Irish was overshadowed by teammates Alex Mooney (a top-two-rounds talent who's now at Duke), Brock Porter (a potential first-rounder in 2022) and Nolan Schubart. He raised his profile on the showcase circuit during the summer, particularly at East Coast Pro, but his ",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
95,Wei-En Lin,Wei-En,Lin,827734,wei-en-lin-827734,LHP,P,Athletics,133,Midland RockHounds,237,AA,2027,20,2005-11-04,Taoyuen,Taiwan,"6' 2""",179,L,L,,"Scouting grades: Fastball: 50 | Curveball: 50 | Slider: 45 | Changeup: 50 | Splitter: 45 | Control: 55 | Overall: 40 The A’s were very aggressive in acquiring talent on the international amateur market during the 2024 signing period, handing out three seven-figure bonuses. Two hitters, Venezuelan outfielder Jose Ramos and Dominican shortstop Edgar Montero, each got $1.2 million at the start of the period in January, but then the A’s went to the Far East to sign Lin, a Taiwanese left-hander for $",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
96,Luis Lara,Luis,Lara,800325,luis-lara-800325,OF,CF,Milwaukee Brewers,158,Nashville Sounds,556,AAA,2026,21,2004-11-17,San Felipe,Venezuela,"5' 7""",169,S,R,,"Scouting grades: Hit: 50 | Power: 40 | Run: 60 | Arm: 50 | Field: 55 | Overall: 45 The Brewers signed three players to seven-figure bonuses when the international window opened last January -- Venezuelan shortstop Johan Barrios ($1.385 million), Dominican shortstop Jhonny Severino ($1.23 million) and Venezuelan outfielder Lara ($1.1 million). Lara has begun his career in the Dominican Summer League, where he’s been an impressive early performer through his first 40 games. Standing at just 5-foot",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
97,Josh Hammond,Josh,Hammond,815843,josh-hammond-815843,SS/3B,SS,Kansas City Royals,118,Columbia Fireflies,3705,A,2029,19,2006-09-21,Greensboro,USA,"6' 1""",210,R,R,2025,"Video scouting report » Scouting grades: Hit: 50 | Power: 55 | Run: 50 | Arm: 65 | Field: 50 | Overall: 50 The son of High Point coach Joey Hammond, Josh is a two-way player reminiscent of fellow North Carolina prep product Nolan McLean, who went on to play both ways at Oklahoma State before signing with the Mets as a third-rounder in 2023. The consensus was that Hammond was better on the mound and he focused mainly on pitching with the U.S. 18-and-under team last summer, but he wants to play ev",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
98,Justin Gonzales,Justin,Gonzales,821100,justin-gonzales-821100,OF,OF,Boston Red Sox,111,Greenville Drive,428,A+,2028,19,2006-12-31,Bani,Dominican Republic,"6' 5""",210,R,R,,"Scouting grades: Hit: 55 | Power: 55 | Run: 45 | Arm: 70 | Field: 45 | Overall: 50 Gonzales already stood 6-foot-4 and 210 pounds when he signed out of the Dominican Republic for $250,000 in January 2024, and he has grown taller and stronger since. He broke into pro ball by winning the Red Sox's Latin program player of the year award by slashing .320/.391/.517 with 20 extra-base hits and eight steals in 47 games in Rookie-level Dominican Summer League. He also led the DSL Red Sox Red to the leag",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
99,Charles Davalan,Charles,Davalan,804560,charles-davalan-804560,OF,OF,Los Angeles Dodgers,119,Great Lakes Loons,456,A+,2028,22,2003-12-16,Waterloo,Canada,"5' 9""",190,L,R,2025,"Video scouting report » Scouting grades: Hit: 60 | Power: 50 | Run: 55 | Arm: 45 | Field: 55 | Overall: 50 Davalan moved from Montreal to Florida for his high school senior season in 2023, attracting some scouting attention but not enough to divert him from attending Florida Gulf Coast. After transferring to Arkansas this spring, he has become one of the most productive hitters in the Southeastern Conference as a sophomore. He's giving off some Drew Gilbert vibes, though he won't quite go in the",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
100,Xavier Neyens,Xavier,Neyens,815832,xavier-neyens-815832,3B/SS,SS,Houston Astros,117,Fayetteville Woodpeckers,3712,A,2029,19,2006-10-29,Everett,USA,"6' 3""",210,L,R,2025,"Video scouting report » Scouting grades: Hit: 50 | Power: 65 | Run: 45 | Arm: 60 | Field: 50 | Overall: 50 There have been nine high school hitters to be drafted in the first round and signed out of the state of Washington in the history of the Draft, the best of which came in 2019 in the form of Corbin Carroll. Long known for his bat, Neyens' increase in power has helped him make the jump to a top-level prospect, one who was extremely busy on the summer showcase circuit, playing in events inclu",MLB Pipeline Top 100,https://www.mlb.com/milb/prospects/2026/top100/,https://www.mlb.com/news/updated-top-100-prospects-list-may-2026,2026-05-14T18:11:54+00:00
