Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Roundup,Fantasy Six Pack,Fantrax HQ,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,TJStats,Upside Prospect
"Melton, Troy",DET,P,675512,25.3,2022 #117,MLB,R/R,"6'4"" 210",517,313.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,100,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cruz, Humberto",SD,P,814232,19.3,2024 FA,A,R/R,"6'1"" 170",518,313.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,493,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Matic, Richard",NYY,3B,821043,18.7,2024 FA,R,R/R,"6'0"" 200",519,313.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,521,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Quintana, Jorge",SD,SS,815894,19.0,2024 FA,A,S/R,"6'2"" 183",520,313.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,486,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Whitman, Joe",SF,P,802126,24.5,2023 #69,AA,L/L,"6'5"" 200",521,314.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dohm, Nate",STL,P,702296,23.2,2024 #82,A+,R/R,"6'4"" 210",522,314.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,449,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Gabriel",CLE,SS,821657,18.9,2024 FA,R,L/R,"6'0"" 161",522,314.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,500,397,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sullivan, Sean",COL,P,807743,23.7,2023 #46,AA,R/L,"6'4"" 190",524,314.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,153,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hernandez, Joniel",SD,SS,836592,17.1,2026 FA,,R/R,"6'1"" 180",525,314.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,499,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Robinson, Kristian",ARI,OF,677565,25.3,2017 FA,AAA,R/R,"6'3"" 190",526,315.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,565,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Neighbors, Tyson",BAL,P,695695,23.5,2024 #118,AA,R/R,"6'2"" 220",527,315.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,212,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hartle, Josh",CLE,P,691776,23.0,2024 #83,AA,L/L,"6'6"" 207",528,316.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,288,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ledbetter, Colton",TB,OF,807742,24.4,2023 #55,AA,L/R,"6'1"" 205",529,316.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,253,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Essenburg, Conor",ATL,P,828148,19.5,2025 #157,,R/L,"6'2"" 200",530,316.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,467,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Paez, Jedixson",BOS,P,699151,22.2,2021 FA,A+,R/R,"6'1"" 170",531,316.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,471,362,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De Los Santos, Johan",PIT,SS,829059,17.7,2025 FA,R,L/R,"5'11"" 165",531,316.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,500,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Horvath, Mac",TB,3B,690991,24.7,2023 #53,A+,R/R,"6'0"" 195",533,316.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,223,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wideman, Ryan",SD,OF,834240,22.4,2025 #99,A,R/R,"6'5"" 204",534,317.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,519,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Smith, Cade",NYY,P,694696,24.0,2023 #192,A+,L/R,"6'1"" 190",535,317.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gray, Murf",PIT,3B,809092,22.2,2025 #73,,R/R,"6'4"" 230",536,317.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,426,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pitts, Eli",CIN,OF,812503,19.3,2025 #145,,R/R,"6'1"" 185",537,317.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,466,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bohorquez, Adrian",MIN,P,807974,21.1,2023 FA,A+,R/R,"6'1"" 190",538,318.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lombardi, Michael",KC,P,813533,22.5,2025 #61,,R/R,"6'3"" 201",538,318.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,471,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brecht, Brody",COL,P,701679,23.5,2024 #38,A,R/R,"6'4"" 235",540,318.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,170,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Perkins, Jack",ATH,P,678022,26.2,2022 #154,MLB,R/R,"6'1"" 220",541,319.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,80,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Aldegheri, Sam",LAA,P,691951,24.5,2019 FA,MLB,L/L,"6'1"" 210",542,319.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,438,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Jesus",SF,C,686679,23.9,2018 FA,AAA,R/R,"5'10"" 208",543,320.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,222,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Maxwell, Zach",CIN,P,687209,25.2,2022 #183,MLB,R/R,"6'6"" 275",544,320.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Roque, Ariel",BAL,OF,836596,17.4,2026 FA,,L/R,"6'0"" 190",545,320.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,509,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sanchez, Jordan",BAL,OF,820847,20.5,2023 FA,A,L/L,"6'1"" 176",546,321.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hurd, Thatcher",NYY,P,695765,23.3,2024 #89,,R/R,"6'4"" 230",547,321.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Davis, Chase",STL,OF,690971,24.3,2023 #21,AA,L/L,"6'1"" 216",548,322.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,333,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thomas, Colby",ATH,OF,687515,25.2,2022 #95,MLB,R/R,"5'10"" 190",549,323.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,166,150,150,150,225,Paywall,150,150,104,Paywall,Paywall,150,Paywall
"Moss, Dean",TB,OF,815830,19.9,2025 #67,,L/R,"6'0"" 180",550,323.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,403,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Witherspoon, Malachi",DET,P,802412,21.6,2025 #62,,R/R,"6'3"" 211",550,323.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,472,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Santana, Paulino",TEX,OF,815889,19.4,2024 FA,A,R/R,"6'2"" 180",552,323.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Scott, Christian",NYM,P,681035,26.8,2021 #142,MLB,R/R,"6'4"" 215",553,323.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,121,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Keegan, Dominic",TB,C,681371,25.6,2022 #134,AAA,R/R,"6'0"" 210",554,323.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,417,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Oliveto, Michael",DET,C,834672,19.1,2025 #34,,L/R,"6'3"" 185",555,324.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,297,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Figueroa, Victor",BAL,1B,809372,22.2,2024 #540,A+,L/R,"6'5"" 240",556,324.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,453,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hackenberg, Drue",ATL,P,802357,24.0,2023 #59,AA,R/R,"6'2"" 220",557,324.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,497,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Piasentin, Tim",TOR,3B,815992,19.0,2025 #143,,L/R,"6'3"" 200",558,324.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,294,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cabrera, Jean",PHI,P,691893,24.4,2019 FA,AA,R/R,"6'0"" 145",559,324.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,401,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arias, Roderick",NYY,SS,703179,21.5,2022 FA,A,S/R,"6'0"" 178",559,324.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,430,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cabada, Juan",CHC,SS,829040,17.9,2025 FA,R,L/R,"5'10"" 165",561,324.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,322,423,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Culpepper, C.J.",MIN,P,690217,24.4,2022 #384,AA,R/R,"6'3"" 193",562,324.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,515,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Soler, Yassel",ARI,3B,807957,20.2,2023 FA,A,R/R,"5'11"" 185",563,324.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,447,393,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bergolla, William Jr.",CHW,2B,703151,21.4,2022 FA,AA,L/R,"5'9"" 165",564,324.92,168,Paywall,Paywall,150,150,Paywall,199,165,150,150,Paywall,290,272,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Castro, Allan",BOS,OF,691369,22.8,2019 FA,AA,S/R,"6'1"" 170",565,325.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,326,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Yoho, Craig",MIL,P,684974,26.4,2023 #242,MLB,R/R,"6'2"" 235",566,325.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Holobetz, John",BOS,P,827292,23.7,2024 #156,AA,R/R,"6'3"" 190",566,325.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,600,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Carr, Kyle",NYY,P,694805,23.9,2023 #97,AA,L/L,"6'1"" 175",568,325.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bush, Homer Jr.",TB,OF,683344,24.4,2023 #128,AA,R/R,"6'2"" 200",569,325.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,588,513,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gutierrez, Carlos",SF,OF,806872,21.6,2023 FA,A,L/R,"5'10"" 174",570,325.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,279,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Horton, Jeyson",LAA,SS,836588,17.1,2026 FA,,L/R,"5'9"" 167",571,326.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,464,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Knoth, Josh",MIL,P,805807,20.6,2023 #33,A,R/R,"6'1"" 190",571,326.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,396,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Marquez, Ramon",PHI,P,827408,20.5,2025 FA,A,R/R,"6'2"" 182",573,326.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,483,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Custodio, Jeancer",PIT,OF,836586,17.4,2026 FA,,R/R,"5'10"" 202",574,326.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,470,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Valera, George",CLE,OF,671655,25.4,2017 FA,MLB,L/L,"5'10"" 195",575,327.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,338,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morel, Braylin",TEX,OF,808281,20.2,2023 FA,A,R/R,"6'2"" 180",576,327.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,367,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Olivar, Ricardo",MIN,C,691627,24.6,2019 FA,AA,R/R,"5'10"" 176",576,327.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,243,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Guerrero, Wilton Jr.",PIT,SS,836595,16.8,2026 FA,,R/R,"5'10"" 153",578,328.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,465,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arias, Victor",TOR,OF,692478,22.6,2019 FA,AA,L/L,"5'9"" 150",578,328.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gilbert, Drew",SF,OF,687551,25.5,2022 #28,MLB,L/L,"5'9"" 195",580,328.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hoglund, Gunnar",ATH,P,680684,26.3,2021 #19,MLB,L/R,"6'4"" 220",581,328.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brito, Josue",BOS,OF,821147,19.0,2024 FA,R,R/R,"6'0"" 175",581,328.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,535,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Herring, Griffin",COL,P,702622,22.9,2024 #181,A+,R/L,"6'2"" 196",583,329.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,377,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Musgrove, Tucker",SD,P,814491,24.1,2023 #221,A,R/R,"6'3"" 175",584,329.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Santana, Randy",DET,OF,836597,17.5,2026 FA,,R/R,"6'3"" 184",585,330.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,532,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Raya, Marco",MIN,P,694397,23.6,2020 #128,AAA,R/R,"6'1"" 170",586,330.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,517,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gallagher, Ryan",MIN,P,801594,23.2,2024 #182,AA,L/R,"6'3"" 195",587,330.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Franklin, Christian",WAS,OF,681047,26.3,2021 #123,AAA,R/R,"5'9"" 195",588,330.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Garcia, Jogly",CLE,P,805702,22.5,2022 FA,A+,R/R,"6'1"" 170",589,331.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,286,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morris, Kade",ATH,P,695034,23.8,2023 #101,AAA,R/R,"6'3"" 190",590,331.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"White, Josh",MIA,P,687985,25.3,2022 #142,AAA,R/R,"6'1"" 205",591,331.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cabrera, Ricky",CIN,SS,703150,21.4,2022 FA,A+,R/R,"6'0"" 201",592,331.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pio, Gregory",SEA,OF,836609,17.2,2026 FA,,R/R,"5'11"" 170",593,332.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,503,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dos Santos, Sebastian",STL,SS,829741,18.2,2025 FA,R,S/R,"6'0"" 140",594,332.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,462,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fedko, Kyler",MIN,OF,693459,26.5,2021 #369,AAA,R/R,"6'0"" 215",594,332.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Quick, Riley",PHI,OF,816120,20.6,2024 #63,A,R/R,"6'1"" 195",596,332.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Messina, Cole",COL,C,701783,22.9,2024 #77,AA,R/R,"6'0"" 230",597,332.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,338,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Saltiban, Devin",PHI,SS,813880,21.1,2023 #98,A+,R/R,"5'9"" 180",598,333.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pence, Dalton",TEX,P,701717,23.6,2024 #345,A+,L/L,"6'2"" 215",599,333.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,458,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Eeles, Payton",BAL,2B,823356,26.4,2024 FA,AA,L/R,"5'5"" 180",600,333.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Davis, Braden",STL,P,801078,23.0,2024 #142,A+,L/L,"5'11"" 180",601,334.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,496,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Christian, Jakob",SF,OF,814451,23.5,2024 #149,A+,R/R,"6'5"" 225",602,334.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,268,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Blanco, Fabricio",TB,SS,837521,17.5,2026 FA,,S/R,"5'11"" 161",603,335.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,435,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rivas, Harold",BOS,OF,829093,17.9,2025 FA,R,R/R,"6'2"" 177",604,336.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,522,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Suarez, Isaias",WAS,OF,836616,17.3,2026 FA,,R/R,"6'2"" 165",605,336.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,558,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Weiss, Ryan",HOU,P,680802,29.3,2018 #129,AAA,R/R,"6'4"" 210",606,336.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,265,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cortesia, Brayan",WAS,SS,829049,18.4,2025 FA,R,R/R,"6'1"" 165",607,336.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,406,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Harris, Dustin",CHW,OF,687957,26.7,2019 #344,MLB,L/R,"6'2"" 185",608,336.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pinckney, Andrew",WAS,OF,687605,25.3,2023 #102,AAA,R/R,"6'4"" 215",608,336.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jimenez, Enrique",MIN,C,806992,20.4,2023 FA,A,S/R,"5'9"" 170",610,336.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,334,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mullins, Hayden",BOS,P,683093,25.5,2022 #369,AA,L/L,"6'0"" 194",611,336.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,482,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kent, Jackson",WAS,P,800600,23.1,2024 #108,AA,L/L,"6'3"" 219",612,336.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Anderson, Ethan",BAL,C,803175,22.5,2024 #61,AA,S/R,"6'2"" 215",613,337.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,324,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Merlo, Enmanuel",MIN,SS,836611,17.3,2026 FA,,S/R,"6'1"" 190",614,337.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,549,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Melendez, Ivan",ARI,1B,699471,26.2,2022 #43,AAA,R/R,"6'1"" 245",615,337.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,303,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Taylor, Grant",CHW,P,691799,23.8,2023 #51,MLB,R/R,"6'3"" 230",616,337.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,86,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"O'Ferrall, Griff",BAL,SS,803172,23.1,2024 #32,AA,R/R,"6'1"" 195",617,337.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,391,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Balcazar, Leo",CIN,SS,699114,21.8,2021 FA,AA,R/R,"5'11"" 190",617,337.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Florentino, Jostin",CHC,P,808062,21.3,2023 FA,A,R/R,"6'0"" 175",619,337.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,420,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wichrowski, Brett",MIL,P,814489,23.6,2023 #392,AA,L/R,"6'2"" 177",620,337.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bolivar, Manuel",DET,C,837681,17.6,2026 FA,,R/R,"6'2"" 210",621,337.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,531,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Uberstine, Tyler",BOS,P,700413,26.8,2021 #556,AAA,R/R,"6'1"" 200",622,338.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
